MeasureItem;Year;Month;Value;ProvidedValue;AVG_Value;FromAreaCode;ToAreaCode;MeasureTime;Direction;Flag;FromAreaMemberType;ToAreaMemberType
Physical Energy & Power Flows;2024;6;116;116;116;MK;GR;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;7;7;7;MK;GR;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;376;376;376;MK;GR;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;9;491;491;491;MK;GR;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;10;738;738;738;MK;GR;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;11;18;18;18;MK;GR;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;12;498;498;498;MK;GR;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;1;66;66;66;MK;RS;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;61;61;61;MK;RS;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;49;49;49;MK;RS;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;34;34;34;MK;RS;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;141;141;141;MK;RS;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;6;74;74;74;MK;RS;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;7;23;23;23;MK;RS;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;8;104;104;104;MK;RS;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;9;321;321;321;MK;RS;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;228;228;228;MK;RS;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;11;32;32;32;MK;RS;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;12;52;52;52;MK;RS;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;1;262;262;262;MK;XK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;349;349;349;MK;XK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;114;114;114;MK;XK;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;16;16;16;MK;XK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;258;258;258;MK;XK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;70;70;70;MK;XK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;10;10;10;MK;XK;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;8;183;183;183;MK;XK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;0;0;0;MK;XK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;527;527;527;MK;XK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;42;42;42;MK;XK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;258;258;258;MK;XK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;43;43;43;MT;IT;Value on 3rd Wed. at 03;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2024;2;42;42;42;MT;IT;Value on 3rd Wed. at 03;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2024;3;27;27;27;MT;IT;Value on 3rd Wed. at 03;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2024;4;95;95;95;MT;IT;Value on 3rd Wed. at 03;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2024;5;101;101;101;MT;IT;Value on 3rd Wed. at 03;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2024;6;131;131;131;MT;IT;Value on 3rd Wed. at 03;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2024;7;144;144;144;MT;IT;Value on 3rd Wed. at 03;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2024;8;139;139;139;MT;IT;Value on 3rd Wed. at 03;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2024;9;83;83;83;MT;IT;Value on 3rd Wed. at 03;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2024;10;47;47;47;MT;IT;Value on 3rd Wed. at 03;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2024;11;104;104;104;MT;IT;Value on 3rd Wed. at 03;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2024;12;46;46;46;MT;IT;Value on 3rd Wed. at 03;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2024;1;1420;1420;1420;NL;BE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;1105;1105;1105;NL;BE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;1869;1869;1869;NL;BE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;77;77;77;NL;BE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;773;773;773;NL;BE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;6;358;358;358;NL;BE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;7;73;73;73;NL;BE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;8;172;172;172;NL;BE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;428;428;428;NL;BE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;10;501;501;501;NL;BE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;11;1238;1238;1238;NL;BE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;12;1160;1160;1160;NL;BE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;204;204;204;NL;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;70;70;70;NL;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;1524;1524;1524;NL;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;220;220;220;NL;DE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;2647;2647;2647;NL;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;1861;1861;1861;NL;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;137;137;137;NL;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;1501;1501;1501;NL;DE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;9;658;658;658;NL;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;229;229;229;NL;DE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;11;695;695;695;NL;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;3545;3545;3545;NL;DE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;1;0;0;0;NL;DK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;275;275;275;NL;DK;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;697;697;697;NL;DK;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;491;491;491;NL;DK;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;700;700;700;NL;DK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;167;167;167;NL;DK;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;7;490;490;490;NL;DK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;691;691;691;NL;DK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;673;673;673;NL;DK;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;10;65;65;65;NL;DK;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;11;62;62;62;NL;DK;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;12;630;630;630;NL;DK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;588;588;588;NL;GB;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;97;97;97;NL;GB;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;970;970;970;NL;GB;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;995;995;995;NL;GB;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;443;443;443;NL;GB;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;593;593;593;NL;GB;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;7;0;0;0;NL;GB;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;8;1001;1001;1001;NL;GB;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;537;537;537;NL;GB;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;10;169;169;169;NL;GB;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;866;866;866;NL;GB;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;12;1;1;1;NL;GB;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;0;0;0;NL;NO;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;13;13;13;NL;NO;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;492;492;492;NL;NO;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;618;618;618;NL;NO;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;621;621;621;NL;NO;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;611;611;611;NL;NO;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;492;492;492;NL;NO;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;620;620;620;NL;NO;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;491;491;491;NL;NO;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;0;0;0;NL;NO;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;492;492;492;NL;NO;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;268;268;268;NL;NO;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;826;826;826;NO;DE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;687;687;687;NO;DE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;1405;1405;1405;NO;DE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;1392;1392;1392;NO;DE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;782;782;782;NO;DE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;6;840;840;840;NO;DE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;7;1375;1375;1375;NO;DE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;8;823;823;823;NO;DE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;9;0;0;0;NO;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;238;238;238;NO;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;1402;1402;1402;NO;DE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;12;893;893;893;NO;DE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;1;1633;1633;1633;NO;DK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;923;923;923;NO;DK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;1632;1632;1632;NO;DK;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;332;332;332;NO;DK;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;739;739;739;NO;DK;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;6;1631;1631;1631;NO;DK;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;7;1317;1317;1317;NO;DK;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;8;1632;1632;1632;NO;DK;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;9;1632;1632;1632;NO;DK;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;10;255;255;255;NO;DK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;1631;1631;1631;NO;DK;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;12;12;12;12;NO;DK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;101;101;101;NO;FI;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;11;11;11;NO;FI;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;23;23;23;NO;FI;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;25;25;25;NO;FI;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;43;43;43;NO;FI;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;6;0;0;0;NO;FI;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;0;0;0;NO;FI;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;83;83;83;NO;FI;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;9;31;31;31;NO;FI;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;10;35;35;35;NO;FI;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;11;10;10;10;NO;FI;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;12;20;20;20;NO;FI;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;1;389;389;389;NO;GB;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;948;948;948;NO;GB;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;1400;1400;1400;NO;GB;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;1402;1402;1402;NO;GB;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;1451;1451;1451;NO;GB;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;6;1451;1451;1451;NO;GB;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;7;1451;1451;1451;NO;GB;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;8;767;767;767;NO;GB;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;1451;1451;1451;NO;GB;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;10;0;0;0;NO;GB;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;1449;1449;1449;NO;GB;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;12;374;374;374;NO;GB;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;0;0;0;NO;NL;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;13;13;13;NO;NL;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;492;492;492;NO;NL;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;618;618;618;NO;NL;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;621;621;621;NO;NL;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;6;611;611;611;NO;NL;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;7;492;492;492;NO;NL;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;8;620;620;620;NO;NL;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;9;491;491;491;NO;NL;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;10;0;0;0;NO;NL;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;492;492;492;NO;NL;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;12;268;268;268;NO;NL;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;1;268;268;268;NO;SE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;1454;1454;1454;NO;SE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;740;740;740;NO;SE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;399;399;399;NO;SE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;1046;1046;1046;NO;SE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;90;90;90;NO;SE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;7;563;563;563;NO;SE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;2271;2271;2271;NO;SE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;1419;1419;1419;NO;SE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;3048;3048;3048;NO;SE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;788;788;788;NO;SE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;1140;1140;1140;NO;SE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;1;628;628;628;PL;CZ;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;592;592;592;PL;CZ;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;148;148;148;PL;CZ;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;134;134;134;PL;CZ;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;1320;1320;1320;PL;CZ;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;6;110;110;110;PL;CZ;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;7;711;711;711;PL;CZ;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;8;411;411;411;PL;CZ;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;9;243;243;243;PL;CZ;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;48;48;48;PL;CZ;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;11;2099;2099;2099;PL;CZ;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;12;943;943;943;PL;CZ;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;1;1345;1345;1345;PL;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;930;930;930;PL;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;1041;1041;1041;PL;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;674;674;674;PL;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;970;970;970;PL;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;80;80;80;PL;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;1435;1435;1435;PL;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;1500;1500;1500;PL;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;1451;1451;1451;PL;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;2250;2250;2250;PL;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;138;138;138;PL;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;1783;1783;1783;PL;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;491;491;491;PL;LT;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;231;231;231;PL;LT;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;435;435;435;PL;LT;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;51;51;51;PL;LT;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;87;87;87;PL;LT;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;6;241;241;241;PL;LT;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;7;26;26;26;PL;LT;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;95;95;95;PL;LT;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;9;66;66;66;PL;LT;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;398;398;398;PL;LT;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;11;0;0;0;PL;LT;Value on 3rd Wed. at 03;Import;Harmonized;M;M
